date,open,high,low,close,volume
2021-03-02,473.029999,473.799988,463.459991,466.589996,2211000
2021-03-03,463.220001,464.679993,448.089996,448.450012,2808100
2021-03-04,446.450012,457.529999,437.630005,439.059998,4486400
2021-03-05,444.880005,444.950012,423.709991,440.829987,4615000
2021-03-08,439.76001,440.98999,420.779999,421.200012,3885100
2021-03-09,437.839996,442.75,436.0,439.179993,3926400
2021-03-10,445.730011,448.459991,436.820007,437.01001,2747300
2021-03-11,448.140015,454.070007,447.309998,451.059998,2762200
2021-03-12,443.450012,445.890015,438.600006,444.299988,2183100
2021-03-15,444.399994,447.790009,437.769989,447.589996,2508400
2021-03-16,452.01001,457.410004,449.670013,450.540009,2618800
2021-03-17,445.440002,453.940002,441.019989,451.01001,2502700
2021-03-18,443.160004,446.859985,438.5,439.179993,2931200
2021-03-19,439.179993,444.5,438.140015,441.5,3923800
2021-03-22,444.859985,457.820007,444.859985,452.410004,2944300
2021-03-23,457.350006,466.880005,456.410004,460.200012,5317000
2021-03-24,464.76001,465.609985,448.339996,451.51001,5214100
2021-03-25,448.329987,456.869995,445.410004,450.98999,3201500
2021-03-26,450.25,469.769989,449.049988,469.089996,3615900
2021-03-29,469.029999,472.0,462.5,469.320007,3141900
2021-03-30,462.579987,469.089996,461.5,465.459991,2436300
2021-03-31,469.700012,482.410004,468.700012,475.369995,3155900
2021-04-01,483.119995,487.040009,480.709991,483.339996,2664700
2021-04-05,483.690002,495.51001,480.5,491.619995,2982500
2021-04-06,492.320007,495.589996,487.570007,491.339996,1878300
2021-04-07,492.980011,494.850006,487.890015,493.410004,1576800
2021-04-08,500.160004,504.600006,498.140015,499.839996,2026000
2021-04-09,498.369995,504.440002,492.600006,504.040009,1886900
2021-04-12,499.290009,506.940002,498.440002,506.029999,1584600
2021-04-13,506.850006,517.26001,506.779999,514.859985,2195400
2021-04-14,514.0,517.780029,509.130005,510.630005,1956400
2021-04-15,515.669983,524.590027,515.099976,523.25,2122300
2021-04-16,524.210022,525.440002,518.549988,525.080017,2031600
2021-04-19,523.130005,524.0,514.440002,516.169983,1917700
2021-04-20,515.289978,517.289978,510.600006,514.210022,1677500
2021-04-21,515.02002,515.47998,509.549988,512.340027,1678100
2021-04-22,508.079987,512.77002,504.059998,507.290009,2084600
2021-04-23,508.790009,517.5,508.399994,515.840027,2257500
2021-04-26,513.570007,516.309998,510.25,515.700012,1387500
2021-04-27,518.0,519.159973,511.350006,517.320007,1944000
2021-04-28,515.23999,519.130005,510.019989,515.47998,1472200
2021-04-29,518.109985,520.450012,510.619995,516.090027,1592500
2021-04-30,514.130005,515.049988,507.149994,508.339996,1950500
2021-05-03,510.970001,511.73999,501.119995,503.459991,1458600
2021-05-04,499.470001,499.470001,484.829987,490.700012,2528900
2021-05-05,495.690002,498.630005,484.440002,486.690002,1875300
2021-05-06,485.670013,485.670013,475.920013,483.609985,2537100
2021-05-07,496.0,499.149994,485.779999,488.730011,1632300
2021-05-10,487.540009,489.040009,478.630005,479.380005,1970900
2021-05-11,471.029999,486.910004,468.5,485.190002,2293700
2021-05-12,477.190002,480.98999,469.570007,472.089996,2399500
2021-05-13,478.01001,480.459991,471.76001,474.160004,1996500
2021-05-14,481.630005,488.329987,478.690002,486.559998,1857100
2021-05-17,487.029999,487.869995,478.109985,482.73999,1581000
2021-05-18,484.630005,488.320007,480.459991,480.619995,1395100
2021-05-19,473.019989,480.869995,472.0,480.470001,2047500
2021-05-20,483.679993,495.359985,482.609985,491.670013,1991100
2021-05-21,494.190002,496.230011,487.130005,488.070007,1567800
2021-05-24,494.640015,499.98999,492.01001,497.829987,1846900
2021-05-25,499.019989,505.600006,498.869995,505.079987,2322500
2021-05-26,506.269989,509.5,504.630005,506.980011,1695600
2021-05-27,505.0,505.0,497.450012,498.279999,2957300
2021-05-28,506.079987,511.369995,504.190002,504.579987,1924800
2021-06-01,504.540009,506.0,492.309998,495.910004,2189000
2021-06-02,495.179993,501.820007,493.089996,495.769989,1761300
2021-06-03,492.399994,496.76001,487.339996,493.140015,1539100
2021-06-04,498.730011,506.5,497.720001,504.5,1644200
2021-06-07,504.98999,509.779999,502.0,509.470001,1768500
2021-06-08,511.149994,516.289978,508.070007,509.200012,1747800
2021-06-09,513.98999,518.320007,512.47998,514.679993,1702400
2021-06-10,513.98999,536.409973,513.01001,535.52002,3152400
2021-06-11,529.75,541.849976,529.75,541.26001,2871300
2021-06-14,545.039978,561.359985,543.25,556.950012,3522600
2021-06-15,554.98999,555.0,547.22998,548.460022,2424800
2021-06-16,548.460022,553.98999,535.719971,543.330017,2842000
2021-06-17,539.98999,552.719971,538.75,551.359985,3566400
2021-06-18,569.960022,570.0,556.390015,565.590027,6762000
2021-06-21,565.98999,570.190002,560.349976,567.349976,2625900
2021-06-22,568.51001,576.309998,567.0,575.73999,2370400
2021-06-23,577.98999,579.799988,570.710022,574.22998,1616700
2021-06-24,575.900024,580.969971,574.960022,578.26001,1835000
2021-06-25,578.640015,582.0,577.059998,579.659973,2133500
2021-06-28,582.710022,589.409973,581.0,588.799988,1714000
2021-06-29,586.780029,591.340027,583.900024,590.75,1204800
2021-06-30,590.75,592.23999,585.0,585.640015,1704200
2021-07-01,583.330017,587.780029,581.349976,584.72998,1646100
2021-07-02,588.669983,594.080017,587.960022,593.070007,1744600
2021-07-06,595.869995,600.659973,592.47998,596.900024,1657400
2021-07-07,600.0,607.669983,597.400024,605.77002,2022500
2021-07-08,595.640015,607.299988,593.330017,605.950012,1846600
2021-07-09,601.429993,605.950012,597.440002,604.5,2145200
2021-07-12,606.0,607.419983,596.47998,600.200012,1696200
2021-07-13,600.559998,609.330017,598.419983,605.01001,1435600
2021-07-14,608.140015,611.299988,604.01001,608.830017,1376900
2021-07-15,608.400024,609.950012,602.650024,606.169983,1618100
2021-07-16,608.710022,611.619995,603.659973,606.099976,1249700
2021-07-19,602.75,610.690002,598.140015,602.049988,2046600
2021-07-20,605.390015,612.75,598.47998,608.719971,1675700
2021-07-21,605.719971,612.580017,603.320007,612.26001,1381000
2021-07-22,614.580017,623.950012,614.580017,623.679993,1477900
2021-07-23,625.76001,631.640015,622.0,625.869995,2030400
2021-07-26,624.179993,625.869995,619.72998,620.799988,1389800
2021-07-27,621.0,623.919983,610.640015,618.280029,1540300
2021-07-28,620.98999,626.0,617.570007,620.919983,1468100
2021-07-29,617.039978,625.669983,617.039978,621.700012,1068900
2021-07-30,619.030029,622.799988,617.289978,621.630005,1403400
2021-08-02,625.869995,627.599976,612.929993,618.75,1466800
2021-08-03,620.22998,624.700012,614.0,621.280029,1067300
2021-08-04,622.469971,627.080017,617.619995,625.679993,1306800
2021-08-05,626.98999,632.469971,623.0,632.080017,1158200
2021-08-06,629.27002,631.840027,625.169983,631.380005,1127700
2021-08-09,634.97998,634.97998,626.919983,629.219971,1118900
2021-08-10,630.47998,633.299988,620.599976,621.73999,1540100
2021-08-11,623.76001,627.419983,621.650024,626.030029,1328300
2021-08-12,626.0,636.640015,624.039978,634.349976,1163100
2021-08-13,634.48999,638.429993,632.349976,637.309998,932800
2021-08-16,637.030029,638.02002,628.190002,636.940002,1105500
2021-08-17,636.549988,637.0,630.219971,635.01001,1346300
2021-08-18,632.799988,637.140015,626.049988,626.77002,1386500
2021-08-19,624.880005,642.549988,623.630005,637.659973,1693700
2021-08-20,639.840027,652.0,634.530029,647.340027,1434000
2021-08-23,645.869995,658.5,645.52002,656.859985,1652400
2021-08-24,659.140015,660.0,653.400024,657.23999,866400
2021-08-25,658.609985,661.059998,651.640015,656.799988,1047900
2021-08-26,653.590027,657.909973,649.349976,652.390015,1619200
2021-08-27,652.52002,662.609985,651.859985,658.52002,1142300
2021-08-30,659.780029,667.669983,659.780029,665.98999,1341500
2021-08-31,667.900024,667.900024,660.460022,663.700012,1877800
2021-09-01,664.51001,668.960022,662.0,665.890015,1261200
2021-09-02,669.820007,669.849976,661.669983,664.640015,1402400
2021-09-03,664.429993,673.880005,664.299988,666.590027,1640300
2021-09-07,667.349976,668.869995,656.549988,661.390015,1382300
2021-09-08,660.150024,664.080017,657.099976,663.219971,1367700
2021-09-09,664.840027,667.460022,659.929993,661.679993,1110200
2021-09-10,666.179993,668.869995,658.200012,658.940002,1204200
2021-09-13,663.039978,663.599976,640.23999,645.150024,2242500
2021-09-14,646.0,649.580017,642.460022,645.01001,2150200
2021-09-15,652.320007,663.309998,650.97998,661.080017,2009300
2021-09-16,657.530029,666.469971,654.710022,665.109985,2046100
2021-09-17,663.210022,665.0,652.039978,654.47998,3553200
2021-09-20,646.039978,653.929993,633.049988,641.289978,2637400
2021-09-21,646.880005,650.950012,640.299988,645.890015,2449300
2021-09-22,624.789978,628.940002,615.059998,626.080017,5689600
2021-09-23,632.289978,633.820007,627.02002,630.840027,2985500
2021-09-24,628.0,629.030029,618.219971,622.710022,2809000
2021-09-27,615.799988,616.659973,602.72998,603.650024,4152200
2021-09-28,596.309998,596.309998,578.330017,578.77002,5108900
2021-09-29,585.450012,586.549988,576.070007,577.700012,2726800
2021-09-30,580.640015,586.190002,573.23999,575.719971,2743600
2021-10-01,577.52002,581.469971,568.609985,577.469971,2915300
2021-10-04,574.590027,576.799988,552.140015,558.48999,3977000
2021-10-05,563.909973,570.289978,559.210022,566.700012,2337800
2021-10-06,561.23999,572.159973,560.210022,570.309998,2043200
2021-10-07,578.460022,586.150024,576.190002,578.960022,2648500
2021-10-08,581.299988,583.609985,575.52002,576.859985,2050700
2021-10-11,574.5,582.280029,571.5,573.070007,1410600
2021-10-12,579.159973,584.219971,574.419983,580.690002,1740200
2021-10-13,585.26001,593.539978,582.659973,591.119995,2142300
2021-10-14,600.0,609.440002,596.969971,607.51001,2500900
2021-10-15,611.690002,612.25,607.549988,610.090027,1960100
2021-10-18,610.650024,623.469971,607.570007,622.830017,1905100
2021-10-19,625.26001,639.390015,625.26001,636.070007,2470000
2021-10-20,639.280029,641.289978,630.169983,632.369995,1497200
2021-10-21,632.0,639.169983,629.0,638.659973,1586600
2021-10-22,640.429993,644.429993,634.450012,643.580017,1786500
2021-10-25,644.469971,649.619995,639.070007,646.969971,1629400
2021-10-26,650.909973,659.190002,642.099976,642.5,2154000
2021-10-27,644.47998,648.809998,639.809998,640.080017,1629900
2021-10-28,638.0,642.48999,633.27002,639.280029,2085000
2021-10-29,637.77002,651.309998,637.0,650.359985,1927700
2021-11-01,651.049988,654.0,634.780029,640.200012,2215800
2021-11-02,641.119995,647.73999,639.22998,640.400024,1770000
2021-11-03,645.52002,656.5,640.0,655.179993,1970700
2021-11-04,659.440002,676.080017,657.75,674.080017,2480600
2021-11-05,676.73999,677.76001,661.109985,662.719971,2517600
2021-11-08,666.559998,668.25,661.400024,666.02002,1497200
2021-11-09,667.690002,669.659973,663.0,667.919983,1128000
2021-11-10,663.200012,665.809998,645.859985,647.5,2038200
2021-11-11,649.609985,652.570007,642.099976,643.169983,1271100
2021-11-12,649.01001,658.469971,647.159973,657.599976,1286500
2021-11-15,658.369995,663.669983,655.190002,659.72998,1077600
2021-11-16,659.140015,673.73999,658.98999,671.030029,1422000
2021-11-17,671.76001,672.73999,662.840027,670.669983,1221900
2021-11-18,670.619995,676.549988,665.080017,670.960022,1493800
2021-11-19,681.26001,699.5,678.909973,688.369995,3090900
2021-11-22,696.280029,699.539978,672.659973,673.570007,2284700
2021-11-23,662.700012,667.570007,648.609985,665.159973,2502800
2021-11-24,655.830017,668.869995,647.140015,668.320007,2426800
2021-11-26,670.25,684.0,659.679993,662.099976,2204000
2021-11-29,668.0,691.359985,665.77002,687.48999,2728800
2021-11-30,687.219971,694.890015,667.830017,669.849976,4703600
2021-12-01,676.0,678.780029,656.280029,657.409973,2831800
2021-12-02,655.950012,674.849976,653.619995,671.880005,2675400
2021-12-03,658.099976,662.090027,604.299988,616.530029,6741800
2021-12-06,617.469971,625.900024,605.72998,622.039978,3170000
2021-12-07,644.190002,655.219971,640.049988,649.960022,3943500
2021-12-08,647.299988,654.650024,641.609985,653.099976,2416200
2021-12-09,650.919983,655.719971,630.880005,632.570007,2550700
2021-12-10,638.130005,654.969971,635.099976,654.450012,2873000
2021-12-13,652.77002,675.210022,650.97998,658.299988,3829400
2021-12-14,635.359985,636.0,599.099976,614.859985,5934200
2021-12-15,615.960022,631.25,604.619995,630.330017,4288800
2021-12-16,578.400024,591.580017,556.150024,566.090027,10961200
2021-12-17,566.090027,566.98999,545.140015,556.640015,7999200
2021-12-20,545.609985,557.27002,543.5,549.77002,3441100
2021-12-21,550.909973,559.890015,538.049988,557.52002,4104700
2021-12-22,560.299988,564.919983,552.23999,563.97998,4526200
2021-12-23,568.960022,572.570007,566.159973,569.619995,2147700
2021-12-27,575.039978,580.880005,572.090027,577.679993,1980100
2021-12-28,582.840027,582.880005,568.349976,569.359985,2107800
2021-12-29,573.330017,576.960022,562.780029,569.289978,2484200
2021-12-30,570.570007,578.98999,566.039978,570.530029,1564600
2021-12-31,570.0,570.169983,565.070007,567.059998,1581400
2022-01-03,566.650024,575.0,553.27002,564.369995,2862700
2022-01-04,563.900024,564.299988,541.309998,554.0,4344800
2022-01-05,535.0,538.75,514.0,514.429993,7394800
2022-01-06,510.0,526.309998,508.200012,514.119995,3913600
2022-01-07,513.659973,520.419983,504.0,510.700012,3605400
2022-01-10,500.0,526.580017,497.01001,525.830017,5429700
2022-01-11,525.549988,535.179993,520.97998,529.890015,3422200
2022-01-12,533.090027,541.590027,529.280029,532.369995,2901800
2022-01-13,532.219971,535.27002,516.320007,516.900024,3406500
2022-01-14,514.48999,522.570007,511.269989,520.599976,2659800
2022-01-18,510.390015,519.390015,504.980011,513.340027,3461000
2022-01-19,516.47998,528.919983,515.299988,516.580017,2985900
2022-01-20,522.380005,532.030029,509.640015,510.850006,3208100
2022-01-21,508.5,513.859985,499.269989,499.910004,4276100
2022-01-24,491.070007,520.429993,483.309998,519.659973,7538000
2022-01-25,505.51001,514.26001,500.01001,502.720001,4051500
2022-01-26,514.0,520.48999,494.220001,500.809998,4449500
2022-01-27,508.940002,513.22998,485.619995,493.049988,5865400
2022-01-28,494.089996,519.0,480.619995,518.159973,4339000
2022-01-31,518.97998,534.940002,514.390015,534.299988,3995100
2022-02-01,536.0,538.77002,527.719971,535.97998,2307400
2022-02-02,536.25,540.460022,529.320007,533.090027,2494100
2022-02-03,522.869995,525.179993,508.75,510.829987,3058700
2022-02-04,503.769989,519.969971,503.769989,513.539978,2583700
2022-02-07,516.0,516.0,500.950012,507.100006,3120500
2022-02-08,501.630005,513.51001,501.070007,511.309998,3205500
2022-02-09,520.349976,522.47998,515.059998,521.75,2542200
2022-02-10,508.079987,514.47998,492.279999,495.019989,4735800
2022-02-11,497.920013,499.929993,472.899994,473.970001,5027000
2022-02-14,473.200012,478.570007,469.209991,474.01001,3372100
2022-02-15,482.529999,482.529999,472.390015,479.5,3743100
2022-02-16,476.48999,480.209991,467.269989,477.700012,3750500
2022-02-17,473.140015,476.450012,456.049988,457.709991,4021100
2022-02-18,458.690002,459.299988,441.769989,442.559998,5194200
2022-02-22,440.350006,451.089996,435.049988,438.399994,4287600
2022-02-23,447.779999,449.589996,428.059998,429.450012,4263000
2022-02-24,418.589996,465.929993,416.809998,463.820007,6448800
2022-02-25,465.390015,468.519989,456.019989,465.540009,2869700
2022-02-28,462.399994,468.480011,458.859985,467.679993,3302300
2022-03-01,468.0,479.209991,462.920013,466.679993,3352800
2022-03-02,471.940002,477.48999,466.040009,471.179993,2948500
2022-03-03,475.829987,476.049988,455.450012,459.079987,2906300
2022-03-04,455.48999,463.519989,447.0,452.130005,2751600
2022-03-07,456.220001,457.679993,437.179993,437.970001,3676100
2022-03-08,432.51001,443.799988,421.359985,431.529999,3734800
2022-03-09,443.799988,453.109985,438.929993,450.869995,2905700
2022-03-10,444.679993,447.649994,433.01001,438.950012,2722300
2022-03-11,439.660004,440.609985,415.429993,416.380005,4434500
2022-03-14,413.359985,422.380005,407.940002,411.5,3731400
2022-03-15,415.970001,422.959991,413.170013,421.660004,3201700
2022-03-16,431.73999,442.519989,424.350006,442.359985,4141200
2022-03-17,441.26001,446.820007,436.51001,444.359985,3556700
2022-03-18,439.200012,453.73999,435.790009,453.329987,5898100
2022-03-21,451.420013,459.579987,445.950012,453.589996,3704200
2022-03-22,453.5,471.980011,450.690002,466.450012,5377000
2022-03-23,437.51001,437.980011,416.470001,422.899994,13979800
2022-03-24,426.079987,432.209991,421.48999,432.140015,5544300
2022-03-25,435.440002,438.619995,426.0,431.619995,3283600
2022-03-28,433.420013,450.320007,433.149994,450.01001,4472600
2022-03-29,459.160004,467.799988,452.440002,466.329987,4323800
2022-03-30,461.519989,466.769989,456.839996,460.059998,3889200
2022-03-31,461.589996,465.429993,455.429993,455.619995,4141300
2022-04-01,455.0,461.549988,450.959991,458.190002,2718400
2022-04-04,461.040009,473.48999,460.609985,468.809998,2974500
2022-04-05,469.320007,471.76001,455.070007,458.579987,2481900
2022-04-06,448.23999,450.01001,439.570007,444.329987,3824900
2022-04-07,444.089996,455.920013,440.76001,452.720001,2757800
2022-04-08,449.950012,454.410004,443.369995,445.339996,2260700
2022-04-11,438.809998,440.0,429.73999,434.440002,2932100
2022-04-12,442.690002,444.440002,425.160004,426.769989,2199000
2022-04-13,427.299988,433.519989,425.670013,431.670013,3078900
2022-04-14,435.859985,435.950012,420.029999,420.440002,2597000
2022-04-18,419.399994,429.690002,418.730011,425.470001,2594700
2022-04-19,422.019989,437.48999,420.640015,436.399994,1962700
2022-04-20,440.589996,442.440002,427.200012,428.109985,2094400
2022-04-21,432.690002,438.940002,416.359985,417.480011,2390100
2022-04-22,420.709991,424.329987,408.019989,408.670013,3198800
2022-04-25,405.700012,414.079987,401.670013,413.950012,3368800
2022-04-26,410.170013,411.609985,397.470001,399.119995,2820100
2022-04-27,401.440002,412.459991,396.809998,397.899994,3080700
2022-04-28,406.130005,414.269989,398.48999,410.529999,2593900
2022-04-29,407.470001,413.0,394.640015,395.950012,3033200
2022-05-02,397.130005,407.980011,394.040009,407.290009,3010000
2022-05-03,406.589996,413.929993,403.5,407.579987,2196100
2022-05-04,407.290009,424.230011,395.049988,423.350006,3330400
2022-05-05,415.549988,417.98999,395.709991,400.51001,3507700
2022-05-06,395.0,401.26001,382.820007,391.01001,3522200
2022-05-09,381.950012,389.630005,374.859985,376.910004,4324900
2022-05-10,385.720001,400.829987,374.779999,393.029999,5334400
2022-05-11,389.98999,409.98999,377.809998,379.329987,3822000
2022-05-12,373.399994,390.130005,370.269989,388.48999,4048200
2022-05-13,396.470001,408.970001,393.940002,405.450012,3379300
2022-05-16,399.73999,407.170013,396.600006,402.859985,2645200
2022-05-17,413.079987,416.720001,403.540009,409.649994,2614700
2022-05-18,404.380005,411.660004,396.109985,397.880005,2915900
2022-05-19,399.01001,403.040009,391.570007,394.380005,2797200
2022-05-20,401.390015,406.23999,385.619995,399.089996,3432400
2022-05-23,404.01001,407.880005,398.890015,406.76001,2337500
2022-05-24,401.609985,404.329987,391.040009,398.410004,2630800
2022-05-25,395.320007,406.100006,394.709991,402.5,2726700
2022-05-26,405.089996,411.549988,402.459991,408.600006,2419500
2022-05-27,414.799988,428.549988,414.630005,428.220001,3560400
2022-05-31,427.220001,427.290009,412.790009,416.480011,7944200
2022-06-01,428.0,437.549988,413.790009,418.160004,3409900
2022-06-02,418.109985,441.899994,415.839996,441.279999,3415700
2022-06-03,430.709991,438.01001,427.26001,429.76001,2355300
2022-06-06,437.589996,440.0,427.040009,429.459991,1563800
2022-06-07,423.980011,435.200012,423.119995,433.420013,1611200
2022-06-08,430.540009,433.75,426.420013,428.839996,1790100
2022-06-09,424.170013,436.040009,423.480011,426.420013,2572400
2022-06-10,412.899994,413.959991,390.190002,393.839996,4406100
2022-06-13,377.359985,385.649994,371.089996,371.649994,4724800
2022-06-14,371.440002,376.890015,367.309998,370.820007,3197200
2022-06-15,376.029999,382.75,368.5,376.920013,3664500
2022-06-16,369.369995,376.119995,360.899994,365.079987,5775300
2022-06-17,349.23999,367.320007,338.0,360.790009,9475100
2022-06-21,355.019989,372.799988,353.51001,362.98999,5343500
2022-06-22,360.790009,372.549988,358.220001,365.329987,3168200
2022-06-23,371.709991,378.179993,367.470001,376.640015,2534300
2022-06-24,380.640015,388.059998,378.220001,387.720001,3305300
2022-06-27,388.799988,389.390015,379.380005,381.070007,2244600
2022-06-28,381.0,382.980011,364.450012,365.630005,2654500
2022-06-29,367.940002,370.369995,362.640015,368.5,2027900
2022-06-30,362.899994,370.420013,357.559998,366.059998,2595500
2022-07-01,364.179993,369.529999,359.070007,368.480011,2471600
2022-07-05,363.5,378.519989,359.820007,376.48999,3120500
2022-07-06,378.540009,385.390015,374.089996,382.829987,2284600
2022-07-07,382.5,392.070007,382.380005,390.890015,2368500
2022-07-08,384.350006,391.859985,383.839996,389.440002,1611200
2022-07-11,386.570007,388.049988,380.459991,384.160004,1832200
2022-07-12,383.899994,391.519989,372.910004,375.540009,2639600
2022-07-13,368.200012,374.410004,364.700012,371.940002,1994000
2022-07-14,368.829987,374.190002,361.459991,372.959991,2098400
2022-07-15,377.790009,384.470001,376.859985,379.859985,2488300
2022-07-18,383.829987,385.570007,374.01001,375.230011,1866400
2022-07-19,382.890015,388.320007,378.0,387.829987,1977600
2022-07-20,392.190002,403.130005,390.070007,401.48999,2746800
2022-07-21,404.119995,409.649994,399.23999,408.910004,2009900
2022-07-22,410.029999,414.619995,398.630005,401.899994,2413200
2022-07-25,400.109985,400.769989,388.570007,391.959991,2340500
2022-07-26,393.579987,393.579987,378.160004,379.26001,2368500
2022-07-27,385.079987,394.910004,383.410004,392.779999,2678000
2022-07-28,392.76001,406.149994,390.059998,403.5,2421700
2022-07-29,404.690002,411.380005,400.890015,410.119995,2669800
2022-08-01,406.51001,417.160004,405.070007,411.089996,1910000
2022-08-02,405.339996,412.420013,402.25,409.959991,2165500
2022-08-03,412.809998,426.040009,412.019989,424.540009,2403500
2022-08-04,425.450012,431.149994,419.630005,430.589996,2745600
2022-08-05,423.0,434.540009,421.0,433.429993,2481400
2022-08-08,435.0,440.299988,432.480011,434.339996,2202000
2022-08-09,434.339996,434.589996,424.619995,426.570007,1977300
2022-08-10,441.420013,443.220001,436.200012,438.399994,2634400
2022-08-11,445.26001,445.609985,434.399994,434.890015,1756600
2022-08-12,439.609985,446.0,436.579987,445.670013,2150400
2022-08-15,445.070007,451.149994,442.140015,451.019989,2503400
2022-08-16,446.119995,450.089996,440.100006,447.559998,2139500
2022-08-17,440.869995,442.98999,436.109985,437.820007,1894400
2022-08-18,438.609985,441.390015,437.01001,439.029999,1402300
2022-08-19,431.579987,432.5,424.619995,425.059998,2007700
2022-08-22,419.410004,419.790009,410.079987,411.350006,2074600
2022-08-23,410.369995,415.700012,409.200012,410.410004,1392200
2022-08-24,410.679993,413.23999,405.329987,405.649994,1883900
2022-08-25,405.790009,406.670013,392.920013,403.929993,3062400
2022-08-26,403.98999,405.540009,380.5,381.019989,3600100
2022-08-29,380.089996,382.859985,374.820007,375.26001,2410300
2022-08-30,379.920013,380.660004,371.059998,375.070007,1835000
2022-08-31,378.529999,381.149994,372.5,373.440002,3193900
2022-09-01,371.0,371.640015,361.720001,370.529999,2574400
2022-09-02,374.529999,382.0,365.429993,368.140015,2450500
2022-09-06,367.230011,374.299988,365.369995,368.299988,2564400
2022-09-07,368.200012,381.519989,367.190002,379.720001,2385500
2022-09-08,377.200012,386.660004,375.200012,383.630005,2276800
2022-09-09,390.190002,396.089996,389.670013,394.779999,2998900
2022-09-12,391.089996,396.390015,389.279999,396.359985,2854800
2022-09-13,382.549988,383.579987,367.369995,368.390015,4175100
2022-09-14,369.570007,374.23999,365.609985,371.519989,3004400
2022-09-15,323.149994,329.0,305.0,309.130005,27840200
2022-09-16,298.320007,300.200012,292.140015,299.5,14948100
2022-09-19,294.880005,299.279999,293.459991,296.059998,6593400
2022-09-20,292.820007,294.079987,287.809998,291.059998,6548800
2022-09-21,292.839996,297.940002,286.220001,286.299988,4913100
2022-09-22,282.0,289.549988,280.059998,287.059998,5657600
2022-09-23,285.570007,288.549988,280.700012,284.559998,4739300
2022-09-26,286.029999,288.899994,276.75,276.959991,6746200
2022-09-27,281.700012,284.5,274.730011,277.570007,6390900
2022-09-28,280.380005,282.73999,275.369995,281.399994,4985100
2022-09-29,277.799988,279.589996,275.01001,278.25,5155300
2022-09-30,279.690002,284.290009,274.850006,275.200012,4578800
2022-10-03,278.269989,286.899994,277.0,285.23999,3738100
2022-10-04,290.950012,296.790009,290.179993,294.970001,4509200
2022-10-05,291.410004,298.809998,289.179993,297.380005,3469600
2022-10-06,297.149994,305.5,297.100006,298.410004,4884000
2022-10-07,291.359985,293.709991,286.829987,288.769989,3495900
2022-10-10,289.75,290.279999,283.049988,285.720001,2906300
2022-10-11,285.690002,288.279999,281.440002,284.829987,3209800
2022-10-12,284.690002,289.790009,283.089996,286.149994,3044100
2022-10-13,279.709991,298.170013,276.600006,294.73999,4737200
2022-10-14,295.119995,297.589996,287.450012,287.940002,3563300
2022-10-17,297.450012,297.959991,291.399994,293.5,4600600
2022-10-18,302.679993,303.48999,286.809998,292.980011,5472000
2022-10-19,295.399994,303.709991,292.700012,299.829987,5529100
2022-10-20,301.029999,309.190002,299.339996,302.380005,3621600
2022-10-21,300.98999,307.429993,298.230011,306.369995,3659300
2022-10-24,308.429993,317.329987,306.200012,316.220001,4817400
